:START_ID,jobs,:END_ID,:TYPE
bfb2a32d3f4822711e39a7405b24b70a,董事,000026,employ_of
ca205edf8147e48dafcbda1fd4a54d01,独立董事,000026,employ_of
c6d57a8a0d96c29b7e2614347a91de52,独立董事,000026,employ_of
c6b524b1b3b4432a417dbaf8cc03796d,独立董事,000026,employ_of
eada068a7048ae5dd82f8ac4c257eb1b,董事长/董事,000027,employ_of
51c56d7bb38978c14c62b105533113de,副董事长/董事,000027,employ_of
f75fa64df772abd8e3bba77ae1c2f012,董事,000027,employ_of
484c3b16f3309a330cd335ff516b30dd,董事,000027,employ_of
3dd404a337639247426f8085fb8a3f94,董事,000027,employ_of
9b14365ae5cac7367917cd3f62ca1469,董事,000027,employ_of
80a19047978184ddc99aba4a1890e30f,独立董事,000027,employ_of
7b6fa4e133ccb20dff812f6bc3e5c0ee,独立董事,000027,employ_of
dd3b097ee0fedb5f0472d3510068d092,独立董事,000027,employ_of
f8c53e752bffca7879fecd661759c66a,董事长/董事,000028,employ_of
27f37d89373328b5c3e759f94bc9b21b,董事,000028,employ_of
8b329465b5acd6cf3fa7c0b0e8b73c83,董事,000028,employ_of
5a7f9bf71332cfd86a8d5c0fdcf8a162,董事,000028,employ_of
77e8abdfce990bc4c25c178446e8e406,董事,000028,employ_of
1c380bd806c31c3e36c6734fb741ccd8,董事,000028,employ_of
ad40aaa96315bb6efe965966dc1c2f52,独立董事,000028,employ_of
c0ce78e5fa78bad4dfd475291ddd7fe0,独立董事,000028,employ_of
73fe11d8e3214efa081e6fab62fa6b61,独立董事,000028,employ_of
a29ca8905d7d2b8112393ac49490abb8,董事长/董事,000029,employ_of
7f0667e98df50705f8de0f032f42bfd9,董事,000029,employ_of
adc3c7431587b29c793c0be2db4fe0d6,董事,000029,employ_of
06d91ee0c577f362fe6dc5b67a1864fd,董事,000029,employ_of
17e4bf3b040840891750d786d3c20644,董事,000029,employ_of
e9375bc2249bf1baa914ed2214c2872e,董事,000029,employ_of
c6ffa03c513b04196a3a8d8acb70b133,独立董事,000029,employ_of
3c8aef00fa723b637ef783bb8736637d,独立董事,000029,employ_of
c2a6bb77b8ef478472cd973d0f9b8c96,独立董事,000029,employ_of
5b04a378a9bf0e5737c0cff1a54c71c1,董事长/董事,000030,employ_of
1707bb3ae2f6532296b6d4fcd4fb46da,副董事长/董事,000030,employ_of
0e1c7e4b832faa3ecf3826b809b06799,董事,000030,employ_of
fd5662c7a2933babce25dc8cab116f0b,董事,000030,employ_of
594f3653c5daa6841ad395cd3f897c0d,董事,000030,employ_of
cf5fc4360824503d9364d03cc41457a1,独立董事,000030,employ_of
b75538d23f1e86f21a03c054ab7288e8,独立董事,000030,employ_of
6977abf7253808b3eb02f9b26c27a61a,独立董事,000030,employ_of
27f1c557bcc9ee421f80c0fd4c65cd3b,董事长/董事,000031,employ_of
c3db7b9768458b9c8b2e694e5f00ce60,董事,000031,employ_of
4416ec166e8023b60825047ab27a0744,董事,000031,employ_of
97420d5410f307159d5a8af5446fd3e3,董事,000031,employ_of
645378363e93f1b09ef2084ad4ac4b7b,董事,000031,employ_of
31e299feab7116faaae1d02c42269c33,董事,000031,employ_of
2c62ee609e9459b50d62a8bf7f88f506,独立董事,000031,employ_of
19b2057ecff951b04105f13a6821fccb,独立董事,000031,employ_of
cf8d6485c4d1ebcaaf84bc409b8bd75d,独立董事,000031,employ_of
ea3e7d20060f51576f43c86c67f5221c,名誉董事长,000032,employ_of
3a6df758e8e4aa2e0a11e34d8f5b7785,董事长/董事,000032,employ_of
28d67f4ec68149636c6e5b25e7cca171,副董事长/董事,000032,employ_of
db05fb9a711646fd0e17e1778633e4e0,副董事长/董事,000032,employ_of
40cbc738b4513004f7438a1c896f54d1,董事,000032,employ_of
799ccbd245e1a87f8485017c82387649,董事,000032,employ_of
24c3ce4f9cda948165b22f1dc289fc3a,董事,000032,employ_of
72fe5c531fa800519b7de9f7256ebce5,独立董事,000032,employ_of
2cf30b33cce565d0524c2ee10cfaf5f6,独立董事,000032,employ_of
2f376163e41488417492c707fb5446ec,独立董事,000032,employ_of
786516a15e573dcefae57b87c0b61fbc,董事长/董事,000033,employ_of
5f8ebe01bbb9052ac977bf5161fb7bd9,副董事长/董事,000033,employ_of
e368a7ec65cae6ac9d18ca048ac6185f,董事,000033,employ_of
73762ce6aa34013d8732423239f2532f,董事,000033,employ_of
feb1f9e1aa0a0e9bbf7fc3f8f0d60e97,董事,000033,employ_of
f511834d65a0bdb13d0d14975ec9c1ee,董事,000033,employ_of
2a7ec21a571d04afa0302f85ae22473b,独立董事,000033,employ_of
a69885629303e051e2a62e43970a99a0,独立董事,000033,employ_of
d9a0f7fddb76404a52e2081123b12019,独立董事,000033,employ_of
51cc8c6c0d79aa13b1de2f8c38ff493d,董事长/董事,000034,employ_of
36251a5117042781493c85a8f9411fb4,董事,000034,employ_of
4479e5b176e6dc87ef65525726ecfd21,董事,000034,employ_of
9f22ffac15d8bbbd534df88de7ed68d5,董事,000034,employ_of
5561fc384e4fb7bc30ed4ad2ed742e5a,独立董事,000034,employ_of
958e30ac3940ea337e1828d3643a77a2,独立董事,000034,employ_of
48d101fcff7491d840f433d5a87bb8b4,独立董事,000034,employ_of
4e6ef2fcd9a8753c21f70775ed1e205e,独立董事,000034,employ_of
a3d2c0c8585d02144ebb333376d03049,董事长/董事,000035,employ_of
357bd7d01b6863cc3a85e79547e4b7ca,董事,000035,employ_of
ca21a57af968a2f07ce23dc96672b06a,董事,000035,employ_of
fcbcfd24f1a3a6c0342058164922783b,董事,000035,employ_of
477541751f3daafbe862ad63d1a31b62,独立董事,000035,employ_of
61ee062ec8c22f9171e81a895e3ec3c0,独立董事,000035,employ_of
e4d495ab557b12491001b3d63887c275,独立董事,000035,employ_of
ac5c6a72c31fe4ac227efd2465b60950,董事长/董事,000036,employ_of
c27fceba7066b3dab0803c12dc88e327,副董事长/董事,000036,employ_of
27bab282b7bc1b301339d93c023676b5,副董事长/董事,000036,employ_of
a508b5884ca1431de1a6fcda456bf07d,董事,000036,employ_of
e97c6ea8d80eb10f110f4db769c643a0,董事,000036,employ_of
